AP_DEP,AP_ARR,DEPART_PROG,HEURE_DEP,RETARD_DEPART,TAXI_TIME,TEMPS_VOL,DISTANCE,ARRIVEE_PROG,RETARD_ARRIVEE,DATE,COMPAGNIE,NOM_COMPAGNIE,NOM_AP_DEP,VILLE_DEP,PAYS_DEP,LON_DEP,LAT_DEP,HAUTEUR_DEP,COUT_10_DEP,COUT_SUP_DEP,NOM_AP_ARR,VILLE_ARR,PAYS_ARR,LON_ARR,LAT_ARR,HAUTEUR_ARR,COUT_10_ARR,COUT_SUP_ARR,ANNEE,MOIS,JOUR_SEM,HEURE_DEP_H,RETARD_BIN,RETARD_SEVERE,COUT_TOTAL,NOM_MOIS,NOM_JOUR,CRENEAU,SEGMENT_DIST
KRK,SHJ,1237,1236.0,-1.0,16.0,201.0,1197,1458,-20.0,2018-05-28,THA,Try Hard Airlines,KrakÃ³w John Paul II International Airport,KrakÃ³w,Pologne,19.7848,50.077702,791.0,6705,539,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,2018,5,0,12,0,0,15826,Mai,Lun,Midi (12-14h),Moyen (500-1500km)
PEK,KIX,1341,1337.0,-4.0,9.0,106.0,588,1627,-13.0,2017-06-14,NVPPA,Ne Va Pas Partout Airlines,Beijing Capital International Airport,Beijing,Chine,116.58499908447266,40.080101013183594,116.0,6072,602,Kansai International Airport,Osaka,Japon,135.24400329589844,34.42729949951172,26.0,1547,546,2017,6,2,13,0,0,8767,Jun,Mer,Midi (12-14h),Moyen (500-1500km)
BRE,AAL,1538,1534.0,-4.0,10.0,220.0,1416,1818,-8.0,2017-03-01,NVPPA,Ne Va Pas Partout Airlines,Bremen Airport,Bremen,Allemagne,8.78666973114,53.0475006104,14.0,8515,185,Aalborg Airport,Aalborg,Danemark,9.84924316406,57.0927589138,10.0,8346,353,2017,3,2,15,0,0,17399,Mar,Mer,Après-midi (15-17h),Moyen (500-1500km)
UPG,DXB,550,546.0,-4.0,12.0,197.0,1192,807,-15.0,2018-08-24,COA,Corporate Overlord Airways,Hasanuddin International Airport,Ujung Pandang-Celebes Island,Indonésie,119.5540008544922,-5.061629772186279,47.0,9063,667,Dubai International Airport,Dubai,Émirats arabes unis,55.3643989563,25.2527999878,62.0,6386,848,2018,8,4,5,0,0,16964,Aoû,Ven,Nuit (0-5h),Moyen (500-1500km)
DSS,PDL,1356,1352.0,-4.0,23.0,49.0,74,1445,-6.0,2016-01-30,MAF,Morally Ambiguious Fligthts,Blaise Diagne International Airport,Dakar,Sénégal,-17.073333,14.67,290.0,5499,120,JoÃ£o Paulo II Airport,Ponta Delgada,Portugal,-25.6979007721,37.7411994934,259.0,7993,23,2016,1,5,13,0,0,13635,Jan,Sam,Midi (12-14h),Court (<500km)
LTK,GOI,1235,1235.0,0.0,27.0,154.0,738,1409,-14.0,2017-08-19,I6F,IE 6.0 Flights,Bassel Al-Assad International Airport,Latakia,Syrie,35.948699951171875,35.401100158691406,157.0,9021,425,Dabolim Airport,Vasco da Gama,Inde,73.8313980103,15.3808002472,150.0,8381,919,2017,8,5,12,0,0,18746,Aoû,Sam,Midi (12-14h),Moyen (500-1500km)
AGP,MPM,1340,1338.0,-2.0,9.0,133.0,689,1453,-27.0,2017-09-23,NVPPA,Ne Va Pas Partout Airlines,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,Maputo Airport,Maputo,Mozambique,32.572601,-25.920799,145.0,4778,12,2017,9,5,13,0,0,5704,Sep,Sam,Midi (12-14h),Moyen (500-1500km)
SHJ,LTK,1835,1832.0,-3.0,20.0,135.0,733,2150,-11.0,2016-09-24,COA,Corporate Overlord Airways,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,Bassel Al-Assad International Airport,Latakia,Syrie,35.948699951171875,35.401100158691406,157.0,9021,425,2016,9,5,18,0,0,18028,Sep,Sam,Soirée (18-20h),Moyen (500-1500km)
BGW,SHJ,605,555.0,-10.0,11.0,103.0,473,648,-5.0,2016-09-30,I6F,IE 6.0 Flights,Baghdad International Airport,Baghdad,Irak,44.2346000671,33.262500762900004,114.0,214,613,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,2016,9,4,5,0,0,9409,Sep,Ven,Nuit (0-5h),Court (<500km)
KIX,DQM,834,832.0,-2.0,20.0,124.0,584,938,0.0,2017-04-23,MAF,Morally Ambiguious Fligthts,Kansai International Airport,Osaka,Japon,135.24400329589844,34.42729949951172,26.0,1547,546,Duqm International Airport,Duqm,Oman,57.634167,19.501944,364.0,8121,462,2017,4,6,8,0,0,10676,Avr,Dim,Tôt matin (6-8h),Moyen (500-1500km)
COK,AGP,930,923.0,-7.0,17.0,72.0,270,1042,-14.0,2017-11-14,NVPPA,Ne Va Pas Partout Airlines,Cochin International Airport,Kochi,Inde,76.401901,10.152,30.0,5725,352,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,2017,11,1,9,0,0,6991,Nov,Mar,Matin (9-11h),Court (<500km)
HAN,WRO,830,825.0,-5.0,27.0,236.0,1703,1426,-19.0,2017-04-02,THA,Try Hard Airlines,Noi Bai International Airport,Hanoi,Vietnam,105.80699920654295,21.221200942993164,39.0,8379,693,Copernicus WrocÅaw Airport,WrocÅaw,Pologne,16.885799408,51.1026992798,404.0,1422,78,2017,4,6,8,0,0,10572,Avr,Dim,Tôt matin (6-8h),Long (1500-3000km)
KWL,ALG,950,947.0,-3.0,23.0,171.0,944,1241,-10.0,2017-06-03,OA,Overpriced Air,Guilin Liangjiang International Airport,Guilin City,Chine,110.03900146484376,25.21809959411621,570.0,2309,422,Houari Boumediene Airport,Algiers,Algérie,3.215409994125366,36.69100189208984,82.0,5654,786,2017,6,5,9,0,0,9171,Jun,Sam,Matin (9-11h),Moyen (500-1500km)
KIX,KUF,949,942.0,-7.0,26.0,80.0,347,1109,-3.0,2017-07-18,MAF,Morally Ambiguious Fligthts,Kansai International Airport,Osaka,Japon,135.24400329589844,34.42729949951172,26.0,1547,546,Kurumoch International Airport,Samara,Russie,50.16429901123,53.504901885986,477.0,8982,73,2017,7,1,9,0,0,11148,Jul,Mar,Matin (9-11h),Court (<500km)
AGP,FMO,905,905.0,0.0,19.0,62.0,240,907,1.0,2017-03-22,NVPPA,Ne Va Pas Partout Airlines,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,MÃ¼nster OsnabrÃ¼ck Airport,MÃ¼nster,Allemagne,7.68483018875,52.134601593,160.0,2726,368,2017,3,2,9,0,0,4008,Mar,Mer,Matin (9-11h),Court (<500km)
KRK,BOD,2019,2021.0,2.0,31.0,153.0,921,2252,10.0,2018-12-14,COA,Corporate Overlord Airways,KrakÃ³w John Paul II International Airport,KrakÃ³w,Pologne,19.7848,50.077702,791.0,6705,539,Bordeaux-MÃ©rignac Airport,Bordeaux/MÃ©rignac,France,-0.715556025505,44.8283004761,162.0,5166,417,2018,12,4,20,0,0,12827,Déc,Ven,Soirée (18-20h),Moyen (500-1500km)
DXB,TPE,1135,1129.0,-6.0,13.0,162.0,1217,1517,-14.0,2016-01-15,COA,Corporate Overlord Airways,Dubai International Airport,Dubai,Émirats arabes unis,55.3643989563,25.2527999878,62.0,6386,848,Taiwan Taoyuan International Airport,Taipei,Taïwan,121.233002,25.0777,106.0,5279,265,2016,1,4,11,0,0,12778,Jan,Ven,Matin (9-11h),Moyen (500-1500km)
SXF,TBZ,1231,1227.0,-4.0,18.0,72.0,216,1343,-7.0,2016-06-21,MAF,Morally Ambiguious Fligthts,Berlin-SchÃ¶nefeld Airport,Berlin,Allemagne,13.5225,52.380001,157.0,2151,685,Tabriz International Airport,Tabriz,Iran,46.23500061035156,38.1338996887207,4459.0,1265,927,2016,6,1,12,0,0,5028,Jun,Mar,Midi (12-14h),Court (<500km)
NAP,JNB,1425,1421.0,-4.0,9.0,169.0,1037,1614,-25.0,2016-01-15,NA,Neverland Airlines,Naples International Airport,NÃ¡poli,Italie,14.2908,40.886002,294.0,7979,772,OR Tambo International Airport,Johannesburg,Afrique du Sud,28.246,-26.1392,5558.0,2125,606,2016,1,4,14,0,0,11482,Jan,Ven,Midi (12-14h),Moyen (500-1500km)
TNA,SHJ,1620,1619.0,-1.0,18.0,132.0,599,1732,-11.0,2016-11-01,COA,Corporate Overlord Airways,Yaoqiang Airport,Jinan,Chine,117.21600341796876,36.857200622558594,76.0,2066,795,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,2016,11,1,16,0,0,11443,Nov,Mar,Après-midi (15-17h),Moyen (500-1500km)
MPM,KNH,2117,2113.0,-4.0,13.0,57.0,201,2214,-6.0,2016-08-09,I6F,IE 6.0 Flights,Maputo Airport,Maputo,Mozambique,32.572601,-25.920799,145.0,4778,12,Kinmen Airport,Shang-I,Taïwan,118.359001,24.4279,93.0,3313,77,2016,8,1,21,0,0,8180,Aoû,Mar,Nuit tardive (21-24h),Court (<500km)
KUL,DXB,1358,1350.0,-8.0,8.0,88.0,396,1526,-20.0,2016-04-08,SMITH,Bel Air,Kuala Lumpur International Airport,Kuala Lumpur,Malaisie,101.70999908447,2.745579957962,69.0,9773,175,Dubai International Airport,Dubai,Émirats arabes unis,55.3643989563,25.2527999878,62.0,6386,848,2016,4,4,13,0,0,17182,Avr,Ven,Midi (12-14h),Court (<500km)
KGF,SXF,830,830.0,0.0,9.0,145.0,751,955,-22.0,2016-02-16,MAF,Morally Ambiguious Fligthts,Sary-Arka Airport,Karaganda,Kazakhstan,73.33439636230469,49.670799255371094,1765.0,2303,629,Berlin-SchÃ¶nefeld Airport,Berlin,Allemagne,13.5225,52.380001,157.0,2151,685,2016,2,1,8,0,0,5768,Fév,Mar,Tôt matin (6-8h),Moyen (500-1500km)
DUR,BLL,1032,1022.0,-10.0,25.0,150.0,818,1302,8.0,2016-03-07,OA,Overpriced Air,King Shaka International Airport,Durban,Afrique du Sud,31.1197222222,-29.6144444444,295.0,5737,823,Billund Airport,Billund,Danemark,9.15178012848,55.7402992249,247.0,6248,139,2016,3,0,10,0,0,12947,Mar,Lun,Matin (9-11h),Moyen (500-1500km)
AGP,AMM,1235,1230.0,-5.0,23.0,79.0,356,1354,-10.0,2018-12-16,NVPPA,Ne Va Pas Partout Airlines,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,Queen Alia International Airport,Amman,Jordanie,35.9931983948,31.7226009369,2395.0,7452,781,2018,12,6,12,0,0,9147,Déc,Dim,Midi (12-14h),Court (<500km)
HAJ,CTU,1517,1514.0,-3.0,17.0,92.0,319,1649,-16.0,2016-01-23,I6F,IE 6.0 Flights,Hannover Airport,Hannover,Allemagne,9.68507957458,52.461101532,183.0,993,571,Chengdu Shuangliu International Airport,Chengdu,Chine,103.9469985961914,30.578500747680664,1625.0,4289,838,2016,1,5,15,0,0,6691,Jan,Sam,Après-midi (15-17h),Court (<500km)
HAM,SHJ,1125,1119.0,-6.0,10.0,99.0,462,1304,-6.0,2016-04-20,I6F,IE 6.0 Flights,Hamburg Airport,Hamburg,Allemagne,9.9882297515869,53.630401611328,53.0,6947,925,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,2016,4,2,11,0,0,16454,Avr,Mer,Matin (9-11h),Court (<500km)
DXB,SOU,1040,1038.0,-2.0,17.0,51.0,158,1131,1.0,2017-01-13,SMITH,Bel Air,Dubai International Airport,Dubai,Émirats arabes unis,55.3643989563,25.2527999878,62.0,6386,848,Southampton Airport,Southampton,Royaume-Uni,-1.3567999601364136,50.95029830932617,44.0,1061,71,2017,1,4,10,0,0,8366,Jan,Ven,Matin (9-11h),Court (<500km)
HAJ,AGP,1120,1115.0,-5.0,10.0,105.0,526,1305,-16.0,2016-09-05,NVPPA,Ne Va Pas Partout Airlines,Hannover Airport,Hannover,Allemagne,9.68507957458,52.461101532,183.0,993,571,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,2016,9,0,11,0,0,2478,Sep,Lun,Matin (9-11h),Moyen (500-1500km)
AGP,DLM,1242,1240.0,-2.0,26.0,131.0,780,1453,-1.0,2017-02-05,I6F,IE 6.0 Flights,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,Dalaman International Airport,Dalaman,Turquie,28.7924995422,36.7131004333,20.0,688,466,2017,2,6,12,0,0,2068,Fév,Dim,Midi (12-14h),Moyen (500-1500km)
SHJ,MPM,737,735.0,-2.0,14.0,166.0,925,1023,-22.0,2016-09-01,THA,Try Hard Airlines,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,Maputo Airport,Maputo,Mozambique,32.572601,-25.920799,145.0,4778,12,2016,9,3,7,0,0,13372,Sep,Jeu,Tôt matin (6-8h),Moyen (500-1500km)
ULN,SHJ,712,708.0,-4.0,28.0,123.0,501,915,6.0,2018-02-04,SMITH,Bel Air,Chinggis Khaan International Airport,Ulan Bator,Mongolie,106.766998,47.843102,4364.0,8198,356,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,2018,2,6,7,0,0,17136,Fév,Dim,Tôt matin (6-8h),Moyen (500-1500km)
SOU,DXB,1826,1817.0,-9.0,6.0,60.0,158,1926,-24.0,2017-11-23,SMITH,Bel Air,Southampton Airport,Southampton,Royaume-Uni,-1.3567999601364136,50.95029830932617,44.0,1061,71,Dubai International Airport,Dubai,Émirats arabes unis,55.3643989563,25.2527999878,62.0,6386,848,2017,11,3,18,0,0,8366,Nov,Jeu,Soirée (18-20h),Court (<500km)
AGP,KIX,1856,1918.0,22.0,15.0,254.0,1590,2110,8.0,2016-04-07,NVPPA,Ne Va Pas Partout Airlines,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,Kansai International Airport,Osaka,Japon,135.24400329589844,34.42729949951172,26.0,1547,546,2016,4,3,19,0,0,3007,Avr,Jeu,Soirée (18-20h),Long (1500-3000km)
CPH,BRU,1555,1604.0,9.0,10.0,155.0,954,1830,-4.0,2017-11-17,FIPI,Fliying Is Possible Inc.,Copenhagen Kastrup Airport,Copenhagen,Danemark,12.656000137329,55.617900848389,17.0,7541,493,Brussels Airport,Brussels,Belgique,4.48443984985,50.9014015198,184.0,5077,48,2017,11,4,16,0,0,13159,Nov,Ven,Après-midi (15-17h),Moyen (500-1500km)
AGP,SHJ,855,852.0,-3.0,21.0,120.0,606,955,-11.0,2017-06-11,NVPPA,Ne Va Pas Partout Airlines,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,2017,6,6,8,0,0,9496,Jun,Dim,Tôt matin (6-8h),Moyen (500-1500km)
BOD,ALG,1707,1701.0,-6.0,12.0,139.0,758,1926,-30.0,2018-11-26,THA,Try Hard Airlines,Bordeaux-MÃ©rignac Airport,Bordeaux/MÃ©rignac,France,-0.715556025505,44.8283004761,162.0,5166,417,Houari Boumediene Airport,Algiers,Algérie,3.215409994125366,36.69100189208984,82.0,5654,786,2018,11,0,17,0,0,12023,Nov,Lun,Après-midi (15-17h),Moyen (500-1500km)
KIX,DMK,1000,957.0,-3.0,17.0,145.0,866,1325,-3.0,2017-01-01,MAF,Morally Ambiguious Fligthts,Kansai International Airport,Osaka,Japon,135.24400329589844,34.42729949951172,26.0,1547,546,Don Mueang International Airport,Bangkok,Thaïlande,100.607002258,13.9125995636,9.0,1091,889,2017,1,6,9,0,0,4073,Jan,Dim,Matin (9-11h),Moyen (500-1500km)
SHJ,NNG,1425,1423.0,-2.0,20.0,79.0,315,1544,-4.0,2016-05-06,SMITH,Bel Air,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,Nanning Wuxu Airport,Nanning,Chine,108.1719970703125,22.608299255371097,421.0,6944,835,2016,5,4,14,0,0,16361,Mai,Ven,Midi (12-14h),Court (<500km)
DXB,MPM,850,850.0,0.0,13.0,74.0,224,1004,-7.0,2016-12-12,COA,Corporate Overlord Airways,Dubai International Airport,Dubai,Émirats arabes unis,55.3643989563,25.2527999878,62.0,6386,848,Maputo Airport,Maputo,Mozambique,32.572601,-25.920799,145.0,4778,12,2016,12,0,8,0,0,12024,Déc,Lun,Tôt matin (6-8h),Court (<500km)
LTN,KIX,1817,1812.0,-5.0,18.0,68.0,272,1925,-4.0,2018-02-08,MAF,Morally Ambiguious Fligthts,London Luton Airport,London,Royaume-Uni,-0.3683330118656158,51.874698638916016,526.0,1103,806,Kansai International Airport,Osaka,Japon,135.24400329589844,34.42729949951172,26.0,1547,546,2018,2,3,18,0,0,4002,Fév,Jeu,Soirée (18-20h),Court (<500km)
BRU,SHJ,1115,1110.0,-5.0,13.0,259.0,1744,1734,-21.0,2018-07-08,COA,Corporate Overlord Airways,Brussels Airport,Brussels,Belgique,4.48443984985,50.9014015198,184.0,5077,48,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,2018,7,6,11,0,0,13707,Jul,Dim,Matin (9-11h),Long (1500-3000km)
AAL,HAN,600,556.0,-4.0,13.0,124.0,680,704,-4.0,2018-03-08,AAPF,Always A Problem Flights,Aalborg Airport,Aalborg,Danemark,9.84924316406,57.0927589138,10.0,8346,353,Noi Bai International Airport,Hanoi,Vietnam,105.80699920654295,21.221200942993164,39.0,8379,693,2018,3,3,5,0,0,17771,Mar,Jeu,Nuit (0-5h),Moyen (500-1500km)
UPG,TNA,540,538.0,-2.0,12.0,82.0,331,702,-15.0,2017-09-19,COA,Corporate Overlord Airways,Hasanuddin International Airport,Ujung Pandang-Celebes Island,Indonésie,119.5540008544922,-5.061629772186279,47.0,9063,667,Yaoqiang Airport,Jinan,Chine,117.21600341796876,36.857200622558594,76.0,2066,795,2017,9,1,5,0,0,12591,Sep,Mar,Nuit (0-5h),Court (<500km)
NUE,SHJ,1831,1821.0,-10.0,9.0,59.0,116,1930,-21.0,2018-07-14,SMITH,Bel Air,Nuremberg Airport,Nuremberg,Allemagne,11.078056,49.498699,1046.0,8796,489,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,2018,7,5,18,0,0,17867,Jul,Sam,Soirée (18-20h),Court (<500km)
BRU,LJU,840,837.0,-3.0,21.0,350.0,2504,1230,6.0,2018-01-04,COA,Corporate Overlord Airways,Brussels Airport,Brussels,Belgique,4.48443984985,50.9014015198,184.0,5077,48,Ljubljana JoÅ¾e PuÄnik Airport,Ljubljana,Slovénie,14.4576,46.223701,1273.0,7159,376,2018,1,3,8,0,0,12660,Jan,Jeu,Tôt matin (6-8h),Long (1500-3000km)
CNX,LGW,1413,1404.0,-9.0,15.0,42.0,94,1455,-10.0,2016-08-25,OA,Overpriced Air,Chiang Mai International Airport,Chiang Mai,Thaïlande,98.962600708,18.766799926799997,1036.0,7457,832,London Gatwick Airport,London,Royaume-Uni,-0.190278,51.148102,202.0,7012,964,2016,8,3,14,0,0,16265,Aoû,Jeu,Midi (12-14h),Court (<500km)
SHJ,MNL,835,829.0,-6.0,10.0,56.0,135,931,-25.0,2017-07-17,SMITH,Bel Air,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,Ninoy Aquino International Airport,Manila,Philippines,121.019997,14.5086,75.0,7885,664,2017,7,0,8,0,0,17131,Jul,Lun,Tôt matin (6-8h),Court (<500km)
AAL,TGD,1939,1934.0,-5.0,14.0,87.0,448,2106,-10.0,2016-07-28,NVPPA,Ne Va Pas Partout Airlines,Aalborg Airport,Aalborg,Danemark,9.84924316406,57.0927589138,10.0,8346,353,Podgorica Airport,Podgorica,Monténégro,19.2519,42.359402,141.0,8090,737,2016,7,3,19,0,0,17526,Jul,Jeu,Soirée (18-20h),Court (<500km)
MPM,ERZ,1907,1907.0,0.0,13.0,104.0,542,2051,-12.0,2017-03-03,I6F,IE 6.0 Flights,Maputo Airport,Maputo,Mozambique,32.572601,-25.920799,145.0,4778,12,Erzurum International Airport,Erzurum,Turquie,41.17020034789999,39.9565010071,5763.0,4502,927,2017,3,4,19,0,0,10219,Mar,Ven,Soirée (18-20h),Moyen (500-1500km)
VIE,SXF,725,735.0,10.0,22.0,307.0,2398,1432,15.0,2016-02-25,THA,Try Hard Airlines,Vienna International Airport,Vienna,Autriche,16.569700241089,48.110298156738,600.0,8191,90,Berlin-SchÃ¶nefeld Airport,Berlin,Allemagne,13.5225,52.380001,157.0,2151,685,2016,2,3,7,0,0,11117,Fév,Jeu,Tôt matin (6-8h),Long (1500-3000km)
AGP,PKX,2102,2051.0,-11.0,11.0,90.0,444,2232,-21.0,2016-12-13,NVPPA,Ne Va Pas Partout Airlines,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,Beijing Daxing International Airport,Beijing,Chine,116.41092,39.509945,98.0,4595,876,2016,12,1,20,0,0,6385,Déc,Mar,Soirée (18-20h),Court (<500km)
DSS,TNA,1715,1714.0,-1.0,10.0,106.0,500,1901,-5.0,2018-12-23,COA,Corporate Overlord Airways,Blaise Diagne International Airport,Dakar,Sénégal,-17.073333,14.67,290.0,5499,120,Yaoqiang Airport,Jinan,Chine,117.21600341796876,36.857200622558594,76.0,2066,795,2018,12,6,17,0,0,8480,Déc,Dim,Après-midi (15-17h),Court (<500km)
MAA,JNB,1235,1229.0,-6.0,12.0,92.0,455,1507,0.0,2017-02-18,MAF,Morally Ambiguious Fligthts,Chennai International Airport,Chennai,Inde,80.16929626464844,12.990005493164062,52.0,5869,838,OR Tambo International Airport,Johannesburg,Afrique du Sud,28.246,-26.1392,5558.0,2125,606,2017,2,5,12,0,0,9438,Fév,Sam,Midi (12-14h),Court (<500km)
DUR,UPG,1400,1408.0,8.0,13.0,98.0,399,1538,4.0,2018-11-06,COA,Corporate Overlord Airways,King Shaka International Airport,Durban,Afrique du Sud,31.1197222222,-29.6144444444,295.0,5737,823,Hasanuddin International Airport,Ujung Pandang-Celebes Island,Indonésie,119.5540008544922,-5.061629772186279,47.0,9063,667,2018,11,1,14,0,0,16290,Nov,Mar,Midi (12-14h),Court (<500km)
MPM,BSL,919,916.0,-3.0,19.0,209.0,1334,1048,-32.0,2017-07-01,MAF,Morally Ambiguious Fligthts,Maputo Airport,Maputo,Mozambique,32.572601,-25.920799,145.0,4778,12,EuroAirport Basel-Mulhouse-Freiburg Airport,BÃ¢le/Mulhouse,France,7.5291667,47.59,885.0,1771,194,2017,7,5,9,0,0,6755,Jul,Sam,Matin (9-11h),Moyen (500-1500km)
KIX,AER,845,837.0,-8.0,21.0,126.0,574,951,-20.0,2016-03-15,MAF,Morally Ambiguious Fligthts,Kansai International Airport,Osaka,Japon,135.24400329589844,34.42729949951172,26.0,1547,546,Sochi International Airport,Sochi,Russie,39.9566,43.449902,89.0,6377,896,2016,3,1,8,0,0,9366,Mar,Mar,Tôt matin (6-8h),Moyen (500-1500km)
AGP,FRA,1404,1355.0,-9.0,21.0,81.0,373,1525,-1.0,2018-04-24,NVPPA,Ne Va Pas Partout Airlines,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,Frankfurt am Main Airport,Frankfurt am Main,Allemagne,8.570556,50.033333,364.0,2366,67,2018,4,1,13,0,0,3347,Avr,Mar,Midi (12-14h),Court (<500km)
SOU,DXB,1508,1457.0,-11.0,7.0,60.0,158,1608,-18.0,2018-11-08,SMITH,Bel Air,Southampton Airport,Southampton,Royaume-Uni,-1.3567999601364136,50.95029830932617,44.0,1061,71,Dubai International Airport,Dubai,Émirats arabes unis,55.3643989563,25.2527999878,62.0,6386,848,2018,11,3,14,0,0,8366,Nov,Jeu,Midi (12-14h),Court (<500km)
LTK,DXB,1255,1251.0,-4.0,11.0,242.0,1389,1557,-37.0,2016-09-13,COA,Corporate Overlord Airways,Bassel Al-Assad International Airport,Latakia,Syrie,35.948699951171875,35.401100158691406,157.0,9021,425,Dubai International Airport,Dubai,Émirats arabes unis,55.3643989563,25.2527999878,62.0,6386,848,2016,9,1,12,0,0,16680,Sep,Mar,Midi (12-14h),Moyen (500-1500km)
LTK,ALG,930,924.0,-6.0,22.0,171.0,950,1221,-17.0,2017-05-17,OA,Overpriced Air,Bassel Al-Assad International Airport,Latakia,Syrie,35.948699951171875,35.401100158691406,157.0,9021,425,Houari Boumediene Airport,Algiers,Algérie,3.215409994125366,36.69100189208984,82.0,5654,786,2017,5,2,9,0,0,15886,Mai,Mer,Matin (9-11h),Moyen (500-1500km)
ALG,BOD,927,923.0,-4.0,12.0,127.0,758,1134,-6.0,2016-01-19,THA,Try Hard Airlines,Houari Boumediene Airport,Algiers,Algérie,3.215409994125366,36.69100189208984,82.0,5654,786,Bordeaux-MÃ©rignac Airport,Bordeaux/MÃ©rignac,France,-0.715556025505,44.8283004761,162.0,5166,417,2016,1,1,9,0,0,12023,Jan,Mar,Matin (9-11h),Moyen (500-1500km)
MPM,HAJ,1910,1906.0,-4.0,18.0,181.0,1117,2311,-22.0,2018-08-05,THA,Try Hard Airlines,Maputo Airport,Maputo,Mozambique,32.572601,-25.920799,145.0,4778,12,Hannover Airport,Hannover,Allemagne,9.68507957458,52.461101532,183.0,993,571,2018,8,6,19,0,0,6354,Aoû,Dim,Soirée (18-20h),Moyen (500-1500km)
PEK,KIX,1638,1630.0,-8.0,7.0,107.0,588,1925,-18.0,2018-05-05,NVPPA,Ne Va Pas Partout Airlines,Beijing Capital International Airport,Beijing,Chine,116.58499908447266,40.080101013183594,116.0,6072,602,Kansai International Airport,Osaka,Japon,135.24400329589844,34.42729949951172,26.0,1547,546,2018,5,5,16,0,0,8767,Mai,Sam,Après-midi (15-17h),Moyen (500-1500km)
ALG,TNA,1530,1524.0,-6.0,11.0,100.0,468,1710,-10.0,2017-02-14,NA,Neverland Airlines,Houari Boumediene Airport,Algiers,Algérie,3.215409994125366,36.69100189208984,82.0,5654,786,Yaoqiang Airport,Jinan,Chine,117.21600341796876,36.857200622558594,76.0,2066,795,2017,2,1,15,0,0,9301,Fév,Mar,Après-midi (15-17h),Court (<500km)
AGP,HAN,1515,1513.0,-2.0,16.0,207.0,1199,1642,-12.0,2016-02-06,AAPF,Always A Problem Flights,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,Noi Bai International Airport,Hanoi,Vietnam,105.80699920654295,21.221200942993164,39.0,8379,693,2016,2,5,15,0,0,9986,Fév,Sam,Après-midi (15-17h),Moyen (500-1500km)
HAN,LTK,808,806.0,-2.0,8.0,231.0,1620,1359,-21.0,2018-04-12,THA,Try Hard Airlines,Noi Bai International Airport,Hanoi,Vietnam,105.80699920654295,21.221200942993164,39.0,8379,693,Bassel Al-Assad International Airport,Latakia,Syrie,35.948699951171875,35.401100158691406,157.0,9021,425,2018,4,3,8,0,0,18518,Avr,Jeu,Tôt matin (6-8h),Long (1500-3000km)
DQM,HAN,807,802.0,-5.0,10.0,153.0,948,1140,4.0,2017-02-14,THA,Try Hard Airlines,Duqm International Airport,Duqm,Oman,57.634167,19.501944,364.0,8121,462,Noi Bai International Airport,Hanoi,Vietnam,105.80699920654295,21.221200942993164,39.0,8379,693,2017,2,1,8,0,0,17655,Fév,Mar,Tôt matin (6-8h),Moyen (500-1500km)
